Month,Trade Date,Close
Apr 2025,08.01.2025,46.445
Mai 2025,08.01.2025,46.235
Jun 2025,08.01.2025,46.341
Jul 2025,08.01.2025,46.341
Aug 2025,08.01.2025,46.341
Sep 2025,08.01.2025,46.707
Okt 2025,08.01.2025,45.131
Nov 2025,08.01.2025,45.5
Dez 2025,08.01.2025,45.183
Jan 2026,08.01.2025,
Jan 2025,09.01.2025,48.506
Feb 2025,09.01.2025,45.924
Mar 2025,09.01.2025,45.911
Apr 2025,09.01.2025,46.179
Mai 2025,09.01.2025,46.007
Jun 2025,09.01.2025,46.072
Jul 2025,09.01.2025,45.991
Aug 2025,09.01.2025,45.962
Sep 2025,09.01.2025,46.319
Okt 2025,09.01.2025,44.533
Nov 2025,09.01.2025,45.28
Dez 2025,09.01.2025,45.141
Jan 2026,09.01.2025,
Jan 2025,10.01.2025,48.506
Feb 2025,10.01.2025,45.993
Mar 2025,10.01.2025,46.024
Apr 2025,10.01.2025,45.985
Mai 2025,10.01.2025,45.993
Jun 2025,10.01.2025,46.106
Jul 2025,10.01.2025,46.243
Aug 2025,10.01.2025,46.405
Sep 2025,10.01.2025,46.705
Okt 2025,10.01.2025,43.89
Nov 2025,10.01.2025,45.225
Dez 2025,10.01.2025,45.734
Jan 2026,10.01.2025,
Jan 2025,13.01.2025,48.506
Feb 2025,13.01.2025,49.179
Mar 2025,13.01.2025,49.162
Apr 2025,13.01.2025,49.369
Mai 2025,13.01.2025,49.353
Jun 2025,13.01.2025,49.182
Jul 2025,13.01.2025,49.309
Aug 2025,13.01.2025,49.374
Sep 2025,13.01.2025,49.549
Okt 2025,13.01.2025,46.689
Nov 2025,13.01.2025,48.122
Dez 2025,13.01.2025,48.66
Jan 2026,13.01.2025,
Jan 2025,14.01.2025,48.506
Feb 2025,14.01.2025,47.797
Mar 2025,14.01.2025,47.741
Apr 2025,14.01.2025,47.856
Mai 2025,14.01.2025,47.638
Jun 2025,14.01.2025,47.898
Jul 2025,14.01.2025,48.078
Aug 2025,14.01.2025,47.623
Sep 2025,14.01.2025,48.275
Okt 2025,14.01.2025,45.765
Nov 2025,14.01.2025,46.724
Dez 2025,14.01.2025,47.208
Jan 2026,14.01.2025,
Jan 2025,15.01.2025,48.506
Feb 2025,15.01.2025,47.601
Mar 2025,15.01.2025,47.7
Apr 2025,15.01.2025,47.779
Mai 2025,15.01.2025,47.704
Jun 2025,15.01.2025,47.705
Jul 2025,15.01.2025,47.75
Aug 2025,15.01.2025,47.696
Sep 2025,15.01.2025,48.113
Okt 2025,15.01.2025,46.703
Nov 2025,15.01.2025,46.816
Dez 2025,15.01.2025,46.159
Jan 2026,15.01.2025,
Jan 2025,16.01.2025,48.506
Feb 2025,16.01.2025,47.101
Mar 2025,16.01.2025,47.017
Apr 2025,16.01.2025,47.21
Mai 2025,16.01.2025,46.903
Jun 2025,16.01.2025,47.482
Jul 2025,16.01.2025,47.048
Aug 2025,16.01.2025,47.299
Sep 2025,16.01.2025,47.721
Okt 2025,16.01.2025,45.379
Nov 2025,16.01.2025,47.284
Dez 2025,16.01.2025,45.775
Jan 2026,16.01.2025,
Jan 2025,17.01.2025,48.506
Feb 2025,17.01.2025,47.7
Mar 2025,17.01.2025,47.605
Apr 2025,17.01.2025,47.891
Mai 2025,17.01.2025,47.752
Jun 2025,17.01.2025,47.95
Jul 2025,17.01.2025,47.861
Aug 2025,17.01.2025,47.916
Sep 2025,17.01.2025,48.399
Okt 2025,17.01.2025,46.919
Nov 2025,17.01.2025,46.988
Dez 2025,17.01.2025,46.715
Jan 2026,17.01.2025,
Jan 2025,20.01.2025,48.506
Feb 2025,20.01.2025,48.663
Mar 2025,20.01.2025,48.496
Apr 2025,20.01.2025,48.576
Mai 2025,20.01.2025,48.43
Jun 2025,20.01.2025,48.459
Jul 2025,20.01.2025,48.333
Aug 2025,20.01.2025,48.426
Sep 2025,20.01.2025,48.915
Okt 2025,20.01.2025,47.472
Nov 2025,20.01.2025,47.545
Dez 2025,20.01.2025,47.029
Jan 2026,20.01.2025,
Jan 2025,21.01.2025,48.506
Feb 2025,21.01.2025,50.69
Mar 2025,21.01.2025,50.484
Apr 2025,21.01.2025,50.737
Mai 2025,21.01.2025,50.351
Jun 2025,21.01.2025,50.735
Jul 2025,21.01.2025,50.396
Aug 2025,21.01.2025,50.479
Sep 2025,21.01.2025,50.712
Okt 2025,21.01.2025,49.229
Nov 2025,21.01.2025,48.1
Dez 2025,21.01.2025,46.874
Jan 2026,21.01.2025,
Jan 2025,22.01.2025,48.506
Feb 2025,22.01.2025,49.539
Mar 2025,22.01.2025,49.443
Apr 2025,22.01.2025,49.647
Mai 2025,22.01.2025,49.364
Jun 2025,22.01.2025,49.457
Jul 2025,22.01.2025,49.545
Aug 2025,22.01.2025,49.004
Sep 2025,22.01.2025,49.589
Okt 2025,22.01.2025,47.547
Nov 2025,22.01.2025,46.567
Dez 2025,22.01.2025,45.913
Jan 2026,22.01.2025,
Jan 2025,23.01.2025,48.506
Feb 2025,23.01.2025,49.959
Mar 2025,23.01.2025,49.938
Apr 2025,23.01.2025,50.159
Mai 2025,23.01.2025,49.944
Jun 2025,23.01.2025,50.208
Jul 2025,23.01.2025,50.105
Aug 2025,23.01.2025,49.915
Sep 2025,23.01.2025,50.278
Okt 2025,23.01.2025,48.078
Nov 2025,23.01.2025,46.626
Dez 2025,23.01.2025,46.279
Jan 2026,23.01.2025,
Jan 2025,24.01.2025,48.506
Feb 2025,24.01.2025,50.631
Mar 2025,24.01.2025,50.566
Apr 2025,24.01.2025,50.808
Mai 2025,24.01.2025,50.597
Jun 2025,24.01.2025,50.662
Jul 2025,24.01.2025,50.787
Aug 2025,24.01.2025,50.652
Sep 2025,24.01.2025,50.51
Okt 2025,24.01.2025,48.715
Nov 2025,24.01.2025,46.903
Dez 2025,24.01.2025,46.189
Jan 2026,24.01.2025,
Jan 2025,27.01.2025,48.506
Feb 2025,27.01.2025,48.777
Mar 2025,27.01.2025,48.749
Apr 2025,27.01.2025,49.007
Mai 2025,27.01.2025,49.078
Jun 2025,27.01.2025,49.178
Jul 2025,27.01.2025,49.13
Aug 2025,27.01.2025,48.979
Sep 2025,27.01.2025,49.385
Okt 2025,27.01.2025,47.605
Nov 2025,27.01.2025,45.603
Dez 2025,27.01.2025,44.87
Jan 2026,27.01.2025,
Jan 2025,28.01.2025,48.506
Feb 2025,28.01.2025,49.154
Mar 2025,28.01.2025,49.134
Apr 2025,28.01.2025,49.34
Mai 2025,28.01.2025,49.104
Jun 2025,28.01.2025,49.366
Jul 2025,28.01.2025,49.223
Aug 2025,28.01.2025,49.099
Sep 2025,28.01.2025,49.828
Okt 2025,28.01.2025,47.785
Nov 2025,28.01.2025,45.744
Dez 2025,28.01.2025,45.273
Jan 2026,28.01.2025,
Jan 2025,29.01.2025,48.506
Feb 2025,29.01.2025,51.989
Mar 2025,29.01.2025,51.919
Apr 2025,29.01.2025,51.891
Mai 2025,29.01.2025,51.734
Jun 2025,29.01.2025,51.938
Jul 2025,29.01.2025,51.651
Aug 2025,29.01.2025,51.637
Sep 2025,29.01.2025,52.321
Okt 2025,29.01.2025,50.531
Nov 2025,29.01.2025,47.212
Dez 2025,29.01.2025,46.238
Jan 2026,29.01.2025,
Feb 2025,30.01.2025,52.343
Mar 2025,30.01.2025,52.244
Apr 2025,30.01.2025,52.225
Mai 2025,30.01.2025,52.01
Jun 2025,30.01.2025,52.081
Jul 2025,30.01.2025,51.923
Aug 2025,30.01.2025,51.817
Sep 2025,30.01.2025,52.416
Okt 2025,30.01.2025,49.677
Nov 2025,30.01.2025,47.073
Dez 2025,30.01.2025,45.887
Jan 2026,30.01.2025,
Feb 2025,31.01.2025,52.343
Mar 2025,31.01.2025,53.969
Apr 2025,31.01.2025,53.975
Mai 2025,31.01.2025,53.76
Jun 2025,31.01.2025,53.721
Jul 2025,31.01.2025,53.719
Aug 2025,31.01.2025,53.501
Sep 2025,31.01.2025,53.856
Okt 2025,31.01.2025,53.331
Nov 2025,31.01.2025,48.13
Dez 2025,31.01.2025,47.851
Jan 2026,31.01.2025,
Feb 2026,31.01.2025,
Feb 2025,03.02.2025,52.343
Mar 2025,03.02.2025,54.568
Apr 2025,03.02.2025,54.351
Mai 2025,03.02.2025,54.002
Jun 2025,03.02.2025,54.006
Jul 2025,03.02.2025,53.725
Aug 2025,03.02.2025,53.825
Sep 2025,03.02.2025,54.072
Okt 2025,03.02.2025,53.044
Nov 2025,03.02.2025,48.405
Dez 2025,03.02.2025,48.032
Jan 2026,03.02.2025,
Feb 2026,03.02.2025,
Feb 2025,04.02.2025,52.343
Mar 2025,04.02.2025,52.853
Apr 2025,04.02.2025,52.646
Mai 2025,04.02.2025,52.464
Jun 2025,04.02.2025,52.277
Jul 2025,04.02.2025,52.194
Aug 2025,04.02.2025,52.135
Sep 2025,04.02.2025,52.506
Okt 2025,04.02.2025,51.784
Nov 2025,04.02.2025,48.246
Dez 2025,04.02.2025,47.937
Jan 2026,04.02.2025,
Feb 2026,04.02.2025,
Feb 2025,05.02.2025,52.343
Mar 2025,05.02.2025,54.191
Apr 2025,05.02.2025,53.974
Mai 2025,05.02.2025,53.595
Jun 2025,05.02.2025,53.565
Jul 2025,05.02.2025,53.543
Aug 2025,05.02.2025,53.347
Sep 2025,05.02.2025,53.466
Okt 2025,05.02.2025,52.767
Nov 2025,05.02.2025,49.792
Dez 2025,05.02.2025,49.437
Jan 2026,05.02.2025,
Feb 2026,05.02.2025,
Feb 2025,06.02.2025,52.343
Mar 2025,06.02.2025,55.193
Apr 2025,06.02.2025,55.077
Mai 2025,06.02.2025,54.717
Jun 2025,06.02.2025,54.594
Jul 2025,06.02.2025,54.414
Aug 2025,06.02.2025,54.245
Sep 2025,06.02.2025,54.494
Okt 2025,06.02.2025,53.99
Nov 2025,06.02.2025,50.752
Dez 2025,06.02.2025,50.195
Jan 2026,06.02.2025,
Feb 2026,06.02.2025,
Feb 2025,07.02.2025,52.343
Mar 2025,07.02.2025,56.533
Apr 2025,07.02.2025,56.377
Mai 2025,07.02.2025,55.962
Jun 2025,07.02.2025,55.765
Jul 2025,07.02.2025,55.686
Aug 2025,07.02.2025,55.529
Sep 2025,07.02.2025,55.584
Okt 2025,07.02.2025,54.735
Nov 2025,07.02.2025,51.673
Dez 2025,07.02.2025,51.254
Jan 2026,07.02.2025,
Feb 2026,07.02.2025,
Feb 2025,10.02.2025,52.343
Mar 2025,10.02.2025,58.75
Apr 2025,10.02.2025,58.6
Mai 2025,10.02.2025,58.177
Jun 2025,10.02.2025,57.672
Jul 2025,10.02.2025,57.439
Aug 2025,10.02.2025,57.346
Sep 2025,10.02.2025,57.429
Okt 2025,10.02.2025,56.711
Nov 2025,10.02.2025,53.304
Dez 2025,10.02.2025,52.932
Jan 2026,10.02.2025,
Feb 2026,10.02.2025,
Feb 2025,11.02.2025,52.343
Mar 2025,11.02.2025,58.585
Apr 2025,11.02.2025,58.593
Mai 2025,11.02.2025,58.334
Jun 2025,11.02.2025,58.196
Jul 2025,11.02.2025,57.834
Aug 2025,11.02.2025,57.642
Sep 2025,11.02.2025,57.735
Okt 2025,11.02.2025,57.104
Nov 2025,11.02.2025,54.426
Dez 2025,11.02.2025,53.168
Jan 2026,11.02.2025,
Feb 2026,11.02.2025,
Feb 2025,12.02.2025,52.343
Mar 2025,12.02.2025,56.475
Apr 2025,12.02.2025,56.43
Mai 2025,12.02.2025,56.383
Jun 2025,12.02.2025,56.355
Jul 2025,12.02.2025,56.25
Aug 2025,12.02.2025,56.082
Sep 2025,12.02.2025,56.132
Okt 2025,12.02.2025,55.783
Nov 2025,12.02.2025,54.393
Dez 2025,12.02.2025,53.616
Jan 2026,12.02.2025,
Feb 2026,12.02.2025,
Feb 2025,13.02.2025,52.343
Mar 2025,13.02.2025,52.136
Apr 2025,13.02.2025,52.137
Mai 2025,13.02.2025,51.903
Jun 2025,13.02.2025,52.056
Jul 2025,13.02.2025,51.941
Aug 2025,13.02.2025,51.847
Sep 2025,13.02.2025,51.755
Okt 2025,13.02.2025,51.806
Nov 2025,13.02.2025,50.306
Dez 2025,13.02.2025,50.51
Jan 2026,13.02.2025,
Feb 2026,13.02.2025,
Feb 2025,14.02.2025,52.343
Mar 2025,14.02.2025,51.371
Apr 2025,14.02.2025,51.432
Mai 2025,14.02.2025,51.224
Jun 2025,14.02.2025,51.483
Jul 2025,14.02.2025,51.257
Aug 2025,14.02.2025,50.77
Sep 2025,14.02.2025,51.38
Okt 2025,14.02.2025,51.26
Nov 2025,14.02.2025,50.025
Dez 2025,14.02.2025,49.606
Jan 2026,14.02.2025,
Feb 2026,14.02.2025,
Feb 2025,17.02.2025,52.343
Mar 2025,17.02.2025,48.907
Apr 2025,17.02.2025,49.129
Mai 2025,17.02.2025,49.087
Jun 2025,17.02.2025,48.739
Jul 2025,17.02.2025,49.025
Aug 2025,17.02.2025,48.52
Sep 2025,17.02.2025,49.081
Okt 2025,17.02.2025,48.718
Nov 2025,17.02.2025,46.962
Dez 2025,17.02.2025,46.954
Jan 2026,17.02.2025,
Feb 2026,17.02.2025,
Feb 2025,18.02.2025,52.343
Mar 2025,18.02.2025,50.049
Apr 2025,18.02.2025,50.239
Mai 2025,18.02.2025,50.31
Jun 2025,18.02.2025,49.963
Jul 2025,18.02.2025,50.101
Aug 2025,18.02.2025,50.027
Sep 2025,18.02.2025,50.177
Okt 2025,18.02.2025,49.704
Nov 2025,18.02.2025,48.366
Dez 2025,18.02.2025,47.855
Jan 2026,18.02.2025,
Feb 2026,18.02.2025,
Feb 2025,19.02.2025,52.343
Mar 2025,19.02.2025,49.177
Apr 2025,19.02.2025,49.317
Mai 2025,19.02.2025,49.19
Jun 2025,19.02.2025,49.415
Jul 2025,19.02.2025,49.31
Aug 2025,19.02.2025,49.114
Sep 2025,19.02.2025,49.298
Okt 2025,19.02.2025,48.958
Nov 2025,19.02.2025,47.66
Dez 2025,19.02.2025,47.251
Jan 2026,19.02.2025,
Feb 2026,19.02.2025,
Feb 2025,20.02.2025,52.343
Mar 2025,20.02.2025,48.448
Apr 2025,20.02.2025,48.642
Mai 2025,20.02.2025,48.668
Jun 2025,20.02.2025,48.711
Jul 2025,20.02.2025,48.546
Aug 2025,20.02.2025,48.516
Sep 2025,20.02.2025,49.003
Okt 2025,20.02.2025,48.48
Nov 2025,20.02.2025,47.317
Dez 2025,20.02.2025,46.844
Jan 2026,20.02.2025,
Feb 2026,20.02.2025,
Feb 2025,21.02.2025,52.343
Mar 2025,21.02.2025,47.892
Apr 2025,21.02.2025,48.117
Mai 2025,21.02.2025,48.236
Jun 2025,21.02.2025,48.147
Jul 2025,21.02.2025,48.278
Aug 2025,21.02.2025,48.255
Sep 2025,21.02.2025,48.767
Okt 2025,21.02.2025,48.327
Nov 2025,21.02.2025,47.316
Dez 2025,21.02.2025,47.447
Jan 2026,21.02.2025,
Feb 2026,21.02.2025,
Feb 2025,24.02.2025,52.343
Mar 2025,24.02.2025,48.025
Apr 2025,24.02.2025,48.138
Mai 2025,24.02.2025,47.928
Jun 2025,24.02.2025,48.424
Jul 2025,24.02.2025,48.158
Aug 2025,24.02.2025,48.132
Sep 2025,24.02.2025,48.494
Okt 2025,24.02.2025,48.181
Nov 2025,24.02.2025,47.226
Dez 2025,24.02.2025,47.018
Jan 2026,24.02.2025,
Feb 2026,24.02.2025,
Feb 2025,25.02.2025,52.343
Mar 2025,25.02.2025,45.371
Apr 2025,25.02.2025,45.281
Mai 2025,25.02.2025,45.396
Jun 2025,25.02.2025,45.195
Jul 2025,25.02.2025,45.295
Aug 2025,25.02.2025,45.206
Sep 2025,25.02.2025,45.425
Okt 2025,25.02.2025,45.078
Nov 2025,25.02.2025,45.462
Dez 2025,25.02.2025,45.081
Jan 2026,25.02.2025,
Feb 2026,25.02.2025,
Feb 2025,26.02.2025,52.343
Mar 2025,26.02.2025,42.453
Apr 2025,26.02.2025,42.49
Mai 2025,26.02.2025,42.55
Jun 2025,26.02.2025,42.276
Jul 2025,26.02.2025,42.41
Aug 2025,26.02.2025,42.336
Sep 2025,26.02.2025,42.833
Okt 2025,26.02.2025,42.829
Nov 2025,26.02.2025,43.137
Dez 2025,26.02.2025,42.873
Jan 2026,26.02.2025,
Feb 2026,26.02.2025,
Mar 2025,27.02.2025,45.941
Apr 2025,27.02.2025,46.148
Mai 2025,27.02.2025,46.172
Jun 2025,27.02.2025,45.844
Jul 2025,27.02.2025,46.053
Aug 2025,27.02.2025,46.038
Sep 2025,27.02.2025,46.28
Okt 2025,27.02.2025,46.407
Nov 2025,27.02.2025,46.783
Dez 2025,27.02.2025,44.027
Jan 2026,27.02.2025,
Feb 2026,27.02.2025,
Mar 2025,28.02.2025,45.941
Apr 2025,28.02.2025,45.311
Mai 2025,28.02.2025,45.426
Jun 2025,28.02.2025,45.135
Jul 2025,28.02.2025,45.201
Aug 2025,28.02.2025,45.238
Sep 2025,28.02.2025,45.832
Okt 2025,28.02.2025,45.926
Nov 2025,28.02.2025,45.061
Dez 2025,28.02.2025,44.807
Jan 2026,28.02.2025,
Feb 2026,28.02.2025,
Mar 2026,28.02.2025,
Mar 2025,03.03.2025,45.941
Apr 2025,03.03.2025,46.252
Mai 2025,03.03.2025,46.177
Jun 2025,03.03.2025,46.108
Jul 2025,03.03.2025,46.253
Aug 2025,03.03.2025,46.278
Sep 2025,03.03.2025,46.359
Okt 2025,03.03.2025,46.345
Nov 2025,03.03.2025,45.709
Dez 2025,03.03.2025,45.536
Jan 2026,03.03.2025,
Feb 2026,03.03.2025,
Mar 2026,03.03.2025,
Mar 2025,04.03.2025,45.941
Apr 2025,04.03.2025,44.48
Mai 2025,04.03.2025,44.429
Jun 2025,04.03.2025,44.226
Jul 2025,04.03.2025,44.412
Aug 2025,04.03.2025,44.376
Sep 2025,04.03.2025,44.439
Okt 2025,04.03.2025,44.65
Nov 2025,04.03.2025,43.82
Dez 2025,04.03.2025,43.47
Jan 2026,04.03.2025,
Feb 2026,04.03.2025,
Mar 2026,04.03.2025,
Mar 2025,05.03.2025,45.941
Apr 2025,05.03.2025,42.416
Mai 2025,05.03.2025,42.271
Jun 2025,05.03.2025,42.245
Jul 2025,05.03.2025,42.501
Aug 2025,05.03.2025,42.551
Sep 2025,05.03.2025,42.616
Okt 2025,05.03.2025,42.585
Nov 2025,05.03.2025,42.487
Dez 2025,05.03.2025,40.53
Jan 2026,05.03.2025,
Feb 2026,05.03.2025,
Mar 2026,05.03.2025,
Mar 2025,06.03.2025,45.941
Apr 2025,06.03.2025,39.471
Mai 2025,06.03.2025,39.184
Jun 2025,06.03.2025,39.121
Jul 2025,06.03.2025,39.32
Aug 2025,06.03.2025,39.24
Sep 2025,06.03.2025,39.697
Okt 2025,06.03.2025,39.458
Nov 2025,06.03.2025,38.75
Dez 2025,06.03.2025,39.499
Jan 2026,06.03.2025,
Feb 2026,06.03.2025,
Mar 2026,06.03.2025,
Mar 2025,07.03.2025,45.941
Apr 2025,07.03.2025,40.965
Mai 2025,07.03.2025,40.851
Jun 2025,07.03.2025,40.734
Jul 2025,07.03.2025,40.981
Aug 2025,07.03.2025,41.032
Sep 2025,07.03.2025,41.08
Okt 2025,07.03.2025,41.343
Nov 2025,07.03.2025,40.845
Dez 2025,07.03.2025,40.855
Jan 2026,07.03.2025,
Feb 2026,07.03.2025,
Mar 2026,07.03.2025,
Mar 2025,10.03.2025,45.941
Apr 2025,10.03.2025,42.223
Mai 2025,10.03.2025,42.007
Jun 2025,10.03.2025,41.873
Jul 2025,10.03.2025,42.018
Aug 2025,10.03.2025,42.026
Sep 2025,10.03.2025,42.102
Okt 2025,10.03.2025,42.749
Nov 2025,10.03.2025,41.853
Dez 2025,10.03.2025,42.268
Jan 2026,10.03.2025,
Feb 2026,10.03.2025,
Mar 2026,10.03.2025,
Mar 2025,11.03.2025,45.941
Apr 2025,11.03.2025,43.512
Mai 2025,11.03.2025,43.537
Jun 2025,11.03.2025,43.407
Jul 2025,11.03.2025,43.408
Aug 2025,11.03.2025,43.476
Sep 2025,11.03.2025,43.67
Okt 2025,11.03.2025,43.432
Nov 2025,11.03.2025,42.908
Dez 2025,11.03.2025,43.013
Jan 2026,11.03.2025,
Feb 2026,11.03.2025,
Mar 2026,11.03.2025,
Mar 2025,12.03.2025,45.941
Apr 2025,12.03.2025,43.276
Mai 2025,12.03.2025,43.128
Jun 2025,12.03.2025,42.922
Jul 2025,12.03.2025,42.955
Aug 2025,12.03.2025,42.872
Sep 2025,12.03.2025,43.292
Okt 2025,12.03.2025,42.984
Nov 2025,12.03.2025,41.922
Dez 2025,12.03.2025,42.438
Jan 2026,12.03.2025,
Feb 2026,12.03.2025,40.94
Mar 2026,12.03.2025,
Mar 2025,13.03.2025,45.941
Apr 2025,13.03.2025,43.082
Mai 2025,13.03.2025,42.844
Jun 2025,13.03.2025,42.81
Jul 2025,13.03.2025,42.797
Aug 2025,13.03.2025,42.805
Sep 2025,13.03.2025,42.96
Okt 2025,13.03.2025,42.355
Nov 2025,13.03.2025,42.198
Dez 2025,13.03.2025,42.439
Jan 2026,13.03.2025,
Feb 2026,13.03.2025,40.104
Mar 2026,13.03.2025,
Mar 2025,14.03.2025,45.941
Apr 2025,14.03.2025,43.32
Mai 2025,14.03.2025,43.307
Jun 2025,14.03.2025,43.109
Jul 2025,14.03.2025,43.048
Aug 2025,14.03.2025,42.972
Sep 2025,14.03.2025,43.124
Okt 2025,14.03.2025,43.078
Nov 2025,14.03.2025,41.579
Dez 2025,14.03.2025,41.855
Jan 2026,14.03.2025,
Feb 2026,14.03.2025,40.087
Mar 2026,14.03.2025,
Mar 2025,17.03.2025,45.941
Apr 2025,17.03.2025,42.203
Mai 2025,17.03.2025,42.201
Jun 2025,17.03.2025,42.075
Jul 2025,17.03.2025,42.059
Aug 2025,17.03.2025,42.081
Sep 2025,17.03.2025,42.4
Okt 2025,17.03.2025,42.502
Nov 2025,17.03.2025,40.964
Dez 2025,17.03.2025,41.291
Jan 2026,17.03.2025,
Feb 2026,17.03.2025,39.711
Mar 2026,17.03.2025,
Mar 2025,18.03.2025,45.941
Apr 2025,18.03.2025,41.849
Mai 2025,18.03.2025,41.675
Jun 2025,18.03.2025,41.753
Jul 2025,18.03.2025,41.692
Aug 2025,18.03.2025,41.86
Sep 2025,18.03.2025,42
Okt 2025,18.03.2025,42.031
Nov 2025,18.03.2025,40.762
Dez 2025,18.03.2025,41.088
Jan 2026,18.03.2025,
Feb 2026,18.03.2025,39.25
Mar 2026,18.03.2025,
Mar 2025,19.03.2025,45.941
Apr 2025,19.03.2025,44.62
Mai 2025,19.03.2025,44.403
Jun 2025,19.03.2025,44.336
Jul 2025,19.03.2025,44.428
Aug 2025,19.03.2025,44.289
Sep 2025,19.03.2025,44.655
Okt 2025,19.03.2025,44.458
Nov 2025,19.03.2025,43.198
Dez 2025,19.03.2025,43.456
Jan 2026,19.03.2025,
Feb 2026,19.03.2025,41.722
Mar 2026,19.03.2025,
